id|geometry:1|length
segment.8a1e7689d067fff-17BBF589B78550F9|LINESTRING (24.049251 49.8294718, 24.0490767 49.8295029, 24.0488706 49.8295273, 24.0486069 49.8295086, 24.0481382 49.8294879, 24.04815 49.8292924, 24.0481517 49.8292651)|105,52
segment.891e768816bffff-17FBF979EC301109|LINESTRING (24.043453 49.8539217, 24.0435343 49.8539235, 24.043633 49.85394, 24.0436996 49.8539573, 24.0437758 49.8539808, 24.0438216 49.8539977, 24.0438661 49.8540228)|32,37
segment.891e76882bbffff-17BBFA45F859B8AF|LINESTRING (23.9979733 49.8530836, 23.9982568 49.8526016)|57,32
segment.8a1e7689e4cffff-179978B1A90AB537|LINESTRING (23.9835406 49.8043381, 23.9841489 49.8042836, 23.9851815 49.8041912)|118,89
segment.8a1e76c6db07fff-17BD4C5D3059154F|LINESTRING (23.9792971 49.8022736, 23.9793087 49.802474, 23.97933 49.8026538)|42,35
segment.8a1e76883c5ffff-17DBF20737DCE92E|LINESTRING (24.0211109 49.8484039, 24.0209375 49.8484153, 24.0207936 49.8484245)|22,87
segment.8c1e7613452e9ff-17BD98E6754403A0|LINESTRING (24.0107417 49.7738219, 24.0105781 49.7738148)|11,77
segment.8a1e7689851ffff-179FFD7C61B983A2|LINESTRING (24.0128826 49.807731, 24.0125458 49.8077567, 24.0123212 49.8078004, 24.0121964 49.8078247)|50,53
segment.8b1e7689b98efff-17BFF61566014422|LINESTRING (24.0356361 49.8001724, 24.035708 49.8001996, 24.0357974 49.800274)|16,45
segment.8c1e76892d9b1ff-179E95F7205AF1D9|LINESTRING (23.904598 49.815944, 23.9046025 49.8159743)|3,38
